price,location,ad_url
"₡270,000",Barrio Escalante,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-tipo-estudio-en-complejo-en-barrio-escalante/28140808?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡245,000
-6%",Pavas,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-estudio-en-san-jose-1-habitacion/28120136?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-amueblado-en-santa-ana-cod-2730/28102814?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡270,000",San José Capital,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartaestudio-san-jose-sabana-sur/28092342?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Barrio Escalante,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-apartamento-en-san-jose-barrio-escalante-1-hab/28067589?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡270,000",Pozos,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-lindora/28058640?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡270,000",Mata Redonda,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquilo-apartamento-en-sabana-sur/28058618?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Goicoechea,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/espacio-verde-en-la-urbe/28052972?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",San Pedro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/aparta-estudio-oficina-excelente-ubicacion-en-san-pedro-m-o/28038553?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡290,000",Río Oro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/lindo-apartamento-en-rio-oro-de-santa-ana-por-el-obelisco-pricesmart-escuela-etc/28038005?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$425.00,Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-santa-ana-cod-2804/28036057?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-amueblado-en-santa-ana-cod-2730/28035987?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡255,000",Sabanilla,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-1-hab-montes-de-oca-sabanilla-sector-ucr/28017567?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡220,000",San Rafael,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamentos-nuevos-loft-edificio-de-27-aptos-3-pisos/1115562?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡220,000",Desamparados,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquilo-amplio-apartamento-en-desamparados/27990489?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡260,000",Ciudad Curridabat,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/aparta-1-habitacion-detras-del-cfia/27983900?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡295,000",Santo Domingo,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento/27970854?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡220,000",San Vicente,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-cerca-de-plaza-lincoln/27966330?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000
-33%",San Pedro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-para-alquilar-en-betania-detras-de-la-ucr/27966282?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡240,000",Hatillo,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/lindo-apartamento-en-hatillo-2-por-iglesia-maria-reina-por-iglesia-metodista-etc/27965573?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-amueblado-en-santa-ana-cod-2730/27955660?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000
-29%",San Pablo,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/nuevos-apartamentos-tipo-studios-1-y-2-aposentos/27951897?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡260,000",San Sebastián,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-2do-nivel-2-dormitorios-1-estacionamiento-techado/27941679?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$500.00,Carmen,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-san-jose-centro/24626326?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡265,000",San Isidro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-san-isidro-heredia/25570795?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡260,000",Rohrmoser,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-estudio-en-rohrmoser-san-jose/27917220?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Catedral,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/comodo-y-seguro-apartamento-en-san-isidro-de-heredia/27902933?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡225,000",Desamparados,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/casa-en-alquiler-escuela-quemada/25590120?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Guadalupe,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-guadalupe-centro/22792949?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Santa Ana,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-amueblado-en-santa-ana-cod-2730/27894241?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡215,000",Guadalupe,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-en-el-carmen-de-guadalupe/27890425?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡255,000",San José Capital,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-apartamento-1-hab-san-jose-barrio-francisco-peralta/27883161?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$475.00,San Isidro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/moderno-apartamento-en-alquiler/26152552?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡230,000",Desamparados,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquilo-apto-en-desamparados-san-rafael-arriba-bo-alpino/26131772?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Rohrmoser,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-rohrmoser-servicios-incluidos-agua-luz-internet-cochera/26089631?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Guadalupe,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-alquiler-en-guadalupe-excelente-ubicacion/26043533?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡245,000",Heredia,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-en-heredia-cerca-del-paseo-de-las-flores-y-universidades/18692591?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",San José provincia,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamentos-en-segunta-planta/25324663?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000",Santo Domingo,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/hermoso-apartamento-en-santo-domingo-heredia/25306596?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡280,000",Ciudad Curridabat,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-3-habitaciones-en-condominio/25918664?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$495.00,San Pedro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-compartido-para-3-estudiantes-san-pedro/24847099?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$555.00,San Pedro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-tipo-estudio-para-1-estudiante-san-pedro/24846432?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡265,000",Mercedes,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-cerca-de-ucr-y-otras-universidades/25759783?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡240,000",San Isidro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-para-1persona-sin-macostas/25753303?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡260,000",Desamparados,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-en-condominio-condovilla-desamparados/25717052?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡280,000
-14%",Escazú,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apto-escazu-pet-friendly-inc-serv-280-000/25748915?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Catedral,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/habitacion-sencilla-cerca-del-parque-central-de-san-jose-costa-rica/15314840?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡240,000",San Antonio,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-cerca-de-belen-y-lindora/25731983?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡285,000",Santo Domingo,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/santo-domingo-x-inbioparque/25722165?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡280,000",San José provincia,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-excelente-ubicacion-muy-seguro/25689765?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡220,000",Heredia,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/apartamento-en-alquiler-220-000-por-mes/25638806?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡270,000",Catedral,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-apartamento-barrio-lujan/25476867?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡250,000
-12%",Mercedes,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-en-mercedes-norte-heredia/25421346?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡210,000",Montes de Oca,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apartamento-1-habitacion-los-yoses/25407529?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡200,000",Heredia,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/se-alquila-apartamento-heredia-centro-1-habitacion/24813076?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"$500.00
-5%",Montes de Oca,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-de-apto-estudio-incluye-servicios-san-pedro/24788507?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
$550.00,San José provincia,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/alquiler-apartamento-studio-amueblado-en-guachipelin-escazu-19400/24669435?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
"₡290,000",San Isidro,"https://www.encuentra24.com/costa-rica-es/bienes-raices-alquiler-apartamentos/puntarenas-apto-estudio-amueblado-a-250m-de-la-playa-b-el-carmen/23844246?q=f_rent.200000-300000|f_currency.CRC&regionslug=san-jose-provincia,heredia-provincia&list=category&categoryslug=bienes-raices-alquiler-apartamentos"
